City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Narbonne,FR,2021-10-03 20:09:53,43.0833,2.8333,59.23,73,100,13.58
294,Adeje,ES,2021-10-03 20:09:54,28.1227,-16.726,73.02,70,20,4.0
295,Taoudenni,ML,2021-10-03 20:09:54,22.6783,-3.9836,98.24,8,88,10.58
296,Saint Anthony,US,2021-10-03 20:09:55,45.0205,-93.218,73.74,62,1,1.01
297,Cidreira,BR,2021-10-03 20:09:55,-30.1811,-50.2056,66.88,88,100,7.52
298,Laguna,US,2021-10-03 20:09:55,38.421,-121.4238,90.64,26,1,1.01
299,Tupancireta,BR,2021-10-03 20:09:56,-29.0806,-53.8358,64.27,90,96,12.08
300,North Bend,US,2021-10-03 20:05:10,43.4065,-124.2243,68.92,77,1,11.5
301,Narsaq,GL,2021-10-03 20:09:56,60.9167,-46.05,39.42,62,0,5.26
302,Quelimane,MZ,2021-10-03 20:05:28,-17.8786,36.8883,78.62,76,3,11.3
303,Villa Union,MX,2021-10-03 20:09:56,23.2,-106.2333,89.56,66,40,6.91
304,Hasaki,JP,2021-10-03 20:09:57,35.7333,140.8333,66.6,81,0,7.87
305,Nantucket,US,2021-10-03 20:09:57,41.2835,-70.0995,70.03,83,20,8.05
306,Okhotsk,RU,2021-10-03 20:09:58,59.3833,143.3,31.96,72,2,22.26
307,Yokadouma,CM,2021-10-03 20:09:58,3.5167,15.05,69.93,97,32,0.74
308,Sobolevo,RU,2021-10-03 20:09:58,54.4299,31.8996,44.8,80,100,5.95
309,Port Blair,IN,2021-10-03 20:09:59,11.6667,92.75,80.35,81,19,6.62
310,Mayo,US,2021-10-03 20:09:59,38.8876,-76.5119,86.94,75,1,3.0
311,Pingdingshan,CN,2021-10-03 20:09:59,33.7385,113.3012,73.26,90,69,11.9
312,Comodoro Rivadavia,AR,2021-10-03 20:10:00,-45.8667,-67.5,62.46,27,40,25.32
313,Muros,ES,2021-10-03 20:09:54,42.7762,-9.0603,59.23,90,56,4.61
314,Rebrikha,RU,2021-10-03 20:10:00,53.0733,82.3408,35.01,91,100,5.03
315,Ciudad Guayana,VE,2021-10-03 20:10:01,8.3533,-62.6528,89.53,69,85,6.91
316,Riyadh,SA,2021-10-03 20:10:02,24.6877,46.7219,82.54,14,11,7.81
317,Dunedin,NZ,2021-10-03 20:10:03,-45.8742,170.5036,46.83,92,100,12.93
318,Petrolina,BR,2021-10-03 20:10:04,-9.3986,-40.5008,95.05,18,20,11.5
319,Bermejo,AR,2021-10-03 20:10:04,-32.8833,-68.8,63.3,12,0,4.72
320,Maues,BR,2021-10-03 20:10:05,-3.3836,-57.7186,87.76,55,100,2.3
321,Koudougou,BF,2021-10-03 20:10:05,12.25,-2.3667,88.7,36,38,5.48
322,Nizhniy Odes,RU,2021-10-03 20:10:05,63.6445,54.856,31.42,75,91,3.2
323,Perigueux,FR,2021-10-03 20:10:06,45.1833,0.7167,56.62,90,100,2.53
324,Noumea,NC,2021-10-03 20:08:39,-22.2763,166.4572,78.01,99,2,3.15
325,Kulhudhuffushi,MV,2021-10-03 20:10:06,6.6221,73.07,82.08,77,70,16.26
326,Alugan,PH,2021-10-03 20:10:06,12.2188,125.4808,80.96,87,100,16.6
327,Gibara,CU,2021-10-03 20:07:12,21.1097,-76.1317,87.12,68,63,12.8
328,Lively,CA,2021-10-03 20:10:07,46.4334,-81.1498,58.01,94,100,7.65
329,Paciran,ID,2021-10-03 20:10:07,-6.8767,112.3761,78.66,76,100,6.78
330,Half Moon Bay,US,2021-10-03 20:10:08,37.4636,-122.4286,94.53,52,1,0.0
331,Bandarbeyla,SO,2021-10-03 20:10:08,9.4942,50.8122,78.69,85,94,20.74
332,Broome,US,2021-10-03 20:10:08,42.2506,-75.833,67.01,80,90,1.01
333,Banyo,CM,2021-10-03 20:10:09,6.75,11.8167,65.48,89,4,2.64
334,Mapastepec,MX,2021-10-03 20:10:09,15.4333,-92.9,87.3,71,67,5.23
335,Andros Town,BS,2021-10-03 20:10:09,24.7,-77.7667,85.96,65,14,14.34
336,Erzin,TR,2021-10-03 20:10:10,36.9559,36.2,73.0,64,0,1.95
337,Acari,PE,2021-10-03 20:10:10,-15.4311,-74.6158,70.21,66,44,10.27
338,Xai-Xai,MZ,2021-10-03 20:10:10,-25.0519,33.6442,67.93,85,100,15.75
339,Lanxi,CN,2021-10-03 20:10:11,29.2195,119.477,66.52,87,0,5.08
340,Mastic Beach,US,2021-10-03 20:10:11,40.7668,-72.8521,77.31,81,20,1.01
341,Vardo,NO,2021-10-03 20:10:11,70.3705,31.1107,52.0,76,100,28.23
342,George,ZA,2021-10-03 20:10:12,-33.963,22.4617,50.9,81,59,6.98
343,Trincomalee,LK,2021-10-03 20:10:12,8.5711,81.2335,79.0,84,89,10.31
344,Pangkalanbuun,ID,2021-10-03 20:10:12,-2.6833,111.6167,72.88,99,100,2.51
345,Pawai,IN,2021-10-03 20:10:13,24.2667,80.1667,77.16,85,8,4.34
346,Sitka,US,2021-10-03 20:10:13,57.0531,-135.33,44.49,76,75,6.91
347,Ekibastuz,KZ,2021-10-03 20:10:13,51.6667,75.3667,39.0,91,100,2.86
348,Fecamp,FR,2021-10-03 20:10:14,49.7579,0.3746,58.08,79,7,17.09
349,Zavetnoye,RU,2021-10-03 20:10:14,47.1194,43.8903,51.17,39,98,12.95
350,Canandaigua,US,2021-10-03 20:05:53,42.8742,-77.288,68.85,94,100,7.05
351,Ankazoabo,MG,2021-10-03 20:10:15,-22.2833,44.5167,73.99,68,47,6.46
352,Kirkuk,IQ,2021-10-03 20:06:11,35.4681,44.3922,81.21,30,1,6.26
353,Mikuni,JP,2021-10-03 20:10:15,36.2171,136.1519,68.65,80,0,10.83
354,Ouadda,CF,2021-10-03 20:10:16,8.0777,22.4007,68.88,94,96,1.86
355,Beloha,MG,2021-10-03 20:10:16,-25.1667,45.05,71.65,79,4,1.01
356,Mezen,RU,2021-10-03 20:10:17,65.8522,44.24,43.97,90,100,5.39
357,Jatai,BR,2021-10-03 20:10:17,-17.8814,-51.7144,88.38,36,82,11.68
358,Matay,EG,2021-10-03 20:10:17,28.419,30.7792,75.02,47,0,18.23
359,Tazovskiy,RU,2021-10-03 20:10:18,67.4667,78.7,33.35,88,100,9.33
360,Bubaque,GW,2021-10-03 20:10:18,11.2833,-15.8333,82.31,72,98,3.6
361,Kokopo,PG,2021-10-03 20:10:18,-4.352,152.2633,76.39,84,91,6.29
362,Zhangjiakou,CN,2021-10-03 20:10:19,40.81,114.8794,51.6,44,100,9.37
363,Birao,CF,2021-10-03 20:10:19,10.2849,22.7882,75.42,76,90,3.76
364,Dongkan,CN,2021-10-03 20:10:20,33.9997,119.8308,71.01,84,37,9.57
365,Marsh Harbour,BS,2021-10-03 20:10:20,26.5412,-77.0636,80.47,66,1,10.49
366,Poum,NC,2021-10-03 20:10:20,-20.2333,164.0167,74.43,86,0,13.42
367,Yashkul,RU,2021-10-03 20:10:21,46.1711,45.3435,52.52,49,100,13.44
368,Mehran,IR,2021-10-03 20:10:21,33.1222,46.1646,89.22,13,0,7.07
369,Tiarei,PF,2021-10-03 20:05:53,-17.5333,-149.3333,82.42,76,15,10.47
370,Fengrun,CN,2021-10-03 20:10:21,39.8333,118.1167,60.75,66,100,10.74
371,Nagato,JP,2021-10-03 20:10:22,34.3833,131.2,73.2,79,0,17.78
372,Xique-Xique,BR,2021-10-03 20:10:22,-10.8218,-42.7263,90.43,32,5,10.0
373,Mareeba,AU,2021-10-03 20:10:23,-17.0,145.4333,69.46,95,19,2.42
374,Maragogi,BR,2021-10-03 20:10:23,-9.0122,-35.2225,77.61,82,11,10.36
375,Jumla,NP,2021-10-03 20:10:23,29.2747,82.1838,55.8,89,75,2.3
376,Dunhua,CN,2021-10-03 20:10:24,43.3725,128.2425,51.4,95,100,3.49
377,San Patricio,US,2021-10-03 20:10:24,28.017,-97.5169,92.12,50,78,7.74
378,Misratah,LY,2021-10-03 20:10:25,32.3754,15.0925,77.92,59,0,7.7
379,Alta Floresta,BR,2021-10-03 20:10:25,-9.8756,-56.0861,91.67,40,100,3.06
380,Scottsbluff,US,2021-10-03 20:10:25,41.8666,-103.6672,81.79,14,1,4.0
381,Santa Cruz Del Sur,CU,2021-10-03 20:10:26,20.7147,-77.9956,84.99,65,64,0.67
382,Uaua,BR,2021-10-03 20:10:26,-9.8414,-39.4817,92.35,21,0,16.64
383,Saint-Augustin,CA,2021-10-03 20:10:26,51.226,-58.6502,42.44,91,100,8.37
384,Tsabong,BW,2021-10-03 20:10:27,-26.0217,22.401,57.22,20,0,9.69
385,Shirokiy,RU,2021-10-03 20:10:27,49.758,129.523,32.59,84,2,7.45
386,Altay,CN,2021-10-03 20:10:27,47.8667,88.1167,32.47,43,91,5.21
387,Taraz,KZ,2021-10-03 20:10:28,42.9,71.3667,39.61,87,49,6.71
388,Lawton,US,2021-10-03 20:06:32,34.6087,-98.3903,84.67,34,1,8.05
389,Grevena,GR,2021-10-03 20:10:28,40.0845,21.4274,55.17,54,91,2.51
390,Jinxiang,CN,2021-10-03 20:10:29,27.4327,120.6062,75.85,78,41,3.15
391,Samarai,PG,2021-10-03 20:10:29,-10.6167,150.6667,79.74,82,50,6.26
392,Jambi,ID,2021-10-03 20:10:29,-1.6,103.6167,73.42,92,100,0.94
393,Nizhnevartovsk,RU,2021-10-03 20:10:30,60.9344,76.5531,32.02,93,75,8.95
394,Menongue,AO,2021-10-03 20:10:30,-14.6585,17.691,67.57,20,2,1.52
395,Narimanov,RU,2021-10-03 20:10:30,46.6927,47.8498,46.31,45,100,10.18
396,Nortelandia,BR,2021-10-03 20:10:31,-14.4547,-56.8028,92.3,41,39,12.28
397,Mangan,IN,2021-10-03 20:10:31,27.5167,88.5333,71.6,89,100,3.27
398,Montijo,PT,2021-10-03 20:10:31,38.7067,-8.9739,63.54,69,0,9.22
399,Castelbuono,IT,2021-10-03 20:10:32,37.932,14.0886,68.4,71,0,7.7
400,Porto Novo,BJ,2021-10-03 20:10:32,6.4965,2.6036,78.66,86,12,5.86
401,Sao Felix Do Xingu,BR,2021-10-03 20:10:32,-6.6447,-51.995,87.51,52,100,4.5
402,Chute-Aux-Outardes,CA,2021-10-03 20:10:33,49.1168,-68.399,50.4,81,88,0.83
403,Jacqueville,CI,2021-10-03 20:10:33,5.2052,-4.4146,78.71,88,85,7.67
404,Berlevag,NO,2021-10-03 20:10:33,70.8578,29.0864,53.55,58,0,40.29
405,Ulaangom,MN,2021-10-03 20:05:44,49.9811,92.0667,33.28,60,53,4.76
406,Paramonga,PE,2021-10-03 20:10:34,-10.6667,-77.8333,65.86,76,88,12.73
407,Rome,US,2021-10-03 20:10:34,34.257,-85.1647,76.26,89,90,4.61
408,Evensk,RU,2021-10-03 20:10:35,61.95,159.2333,39.9,64,100,20.4
409,Bardiyah,LY,2021-10-03 20:10:35,31.7561,25.0865,70.95,63,0,9.48
410,Chignahuapan,MX,2021-10-03 20:10:35,19.8333,-98.0333,62.82,77,90,8.57
411,Tessalit,ML,2021-10-03 20:10:36,20.1986,1.0114,90.55,11,99,11.23
412,Montes Claros,BR,2021-10-03 20:10:36,-16.735,-43.8617,93.15,22,20,6.06
413,Labuhan,ID,2021-10-03 20:10:36,-6.8844,112.2051,77.88,76,100,11.68
414,Baykit,RU,2021-10-03 20:10:37,61.67,96.37,34.56,94,98,1.03
415,Kieta,PG,2021-10-03 20:10:37,-6.2167,155.6333,78.73,81,100,3.02
416,Denpasar,ID,2021-10-03 20:10:38,-8.65,115.2167,76.71,88,20,2.3
417,Rognan,NO,2021-10-03 20:10:38,67.0953,15.3878,57.34,68,100,11.43
418,Christchurch,NZ,2021-10-03 20:10:39,-43.5333,172.6333,52.92,91,90,5.75
419,Lavrentiya,RU,2021-10-03 20:10:39,65.5833,-171.0,24.6,70,15,3.06
420,Aksarka,RU,2021-10-03 20:10:26,66.5606,67.7975,28.9,78,86,8.1
421,Gamba,GA,2021-10-03 20:10:40,-2.65,10.0,76.3,82,100,7.36
422,Xichang,CN,2021-10-03 20:10:40,27.8964,102.2634,62.64,92,13,1.45
423,Surt,LY,2021-10-03 20:10:40,31.2089,16.5887,77.07,66,0,15.01
424,Codajas,BR,2021-10-03 20:10:41,-3.8367,-62.0569,86.47,63,97,0.89
425,Leh,IN,2021-10-03 20:10:41,34.1667,77.5833,50.32,46,7,7.05
426,Westport,US,2021-10-03 20:10:41,41.1415,-73.3579,78.55,59,75,3.0
427,Kudahuvadhoo,MV,2021-10-03 20:10:42,2.6708,72.8944,82.96,75,6,15.79
428,Sarichioi,RO,2021-10-03 20:10:42,44.95,28.85,50.22,81,18,3.44
429,Mount Gambier,AU,2021-10-03 20:10:19,-37.8333,140.7667,47.16,93,29,14.58
430,Alihe,CN,2021-10-03 20:10:43,50.5667,123.7167,32.29,81,94,2.98
431,Novosil,RU,2021-10-03 20:10:44,52.9739,37.0405,43.39,77,90,6.33
432,Cabuyaro,CO,2021-10-03 20:10:44,4.2817,-72.794,87.22,64,82,4.38
433,Vao,NC,2021-10-03 20:10:44,-22.6667,167.4833,71.83,90,2,1.7
434,Innisfail,AU,2021-10-03 20:10:45,-17.5333,146.0333,70.86,83,9,2.55
435,Chunoyar,RU,2021-10-03 20:10:45,57.4467,97.3217,28.51,92,78,2.26
436,Cruzeiro,BR,2021-10-03 20:10:46,-22.5761,-44.9628,74.86,85,74,1.36
437,Santa Fe,AR,2021-10-03 20:10:46,-31.6333,-60.7,69.01,26,86,4.0
438,Avera,US,2021-10-03 20:09:33,33.194,-82.5271,86.68,41,90,4.56
439,Sakakah,SA,2021-10-03 20:10:47,29.9697,40.2064,81.18,26,0,11.81
440,Nizhniy Tsasuchey,RU,2021-10-03 20:10:47,50.5167,115.1333,36.77,62,100,7.99
441,Krasnovishersk,RU,2021-10-03 20:10:47,60.4078,57.082,29.88,84,11,2.82
442,Lang Suan,TH,2021-10-03 20:10:48,9.9456,99.0785,76.03,90,51,5.19
443,Bonavista,CA,2021-10-03 20:10:48,48.6499,-53.1147,57.11,89,84,12.48
444,Ciudad Del Maiz,MX,2021-10-03 20:10:49,22.4,-99.6,75.45,56,92,7.31
445,Changtu,CN,2021-10-03 20:10:50,42.7788,124.0955,49.23,78,100,11.32
446,Turbat,PK,2021-10-03 20:10:51,26.0023,63.044,84.07,65,42,5.55
447,Havelock,US,2021-10-03 20:10:51,34.8791,-76.9013,80.98,62,1,5.99
448,Inongo,CD,2021-10-03 20:10:51,-1.95,18.2667,71.64,94,78,2.48
449,Greenville,US,2021-10-03 20:08:19,35.6127,-77.3663,85.1,55,1,8.05
450,Port Hardy,CA,2021-10-03 20:10:52,50.6996,-127.4199,51.19,70,96,1.12
451,Shimoda,JP,2021-10-03 20:10:52,34.6667,138.95,68.11,80,14,0.74
452,Parana,AR,2021-10-03 20:10:53,-31.732,-60.5238,68.56,29,98,8.37
453,Krasnoselkup,RU,2021-10-03 20:10:53,65.7,82.4667,21.06,89,40,9.75
454,Sterling,US,2021-10-03 20:10:53,39.0062,-77.4286,86.0,61,1,7.0
455,Dicabisagan,PH,2021-10-03 20:10:54,17.0818,122.4157,77.92,90,98,4.74
456,Ahipara,NZ,2021-10-03 20:10:54,-35.1667,173.1667,60.53,98,100,8.95
457,Gandorhun,SL,2021-10-03 20:10:54,7.5,-11.8333,74.93,97,91,3.18
458,Gat,IL,2021-10-03 20:10:55,31.61,34.7642,75.88,71,21,6.35
459,Pagudpud,PH,2021-10-03 20:10:55,18.5616,120.7868,80.04,86,95,13.4
460,Saint-Louis,SN,2021-10-03 20:10:56,16.3333,-15.0,94.86,33,64,3.29
461,Sendai,JP,2021-10-03 20:08:58,38.2689,140.8719,57.33,76,0,3.62
462,Andrychow,PL,2021-10-03 20:10:56,49.855,19.3383,61.63,87,83,6.2
463,Conselheiro Pena,BR,2021-10-03 20:10:56,-19.1722,-41.4722,94.71,29,30,6.26
464,Straumen,NO,2021-10-03 20:10:57,63.8709,11.2999,64.4,71,100,17.0
465,Olivenza,ES,2021-10-03 20:10:57,38.6832,-7.103,62.2,48,1,12.93
466,Gigmoto,PH,2021-10-03 20:10:57,13.7796,124.39,80.87,87,100,14.18
467,Umm Lajj,SA,2021-10-03 20:10:16,25.0213,37.2685,81.79,59,5,9.19
468,San Andres,CO,2021-10-03 20:10:58,12.5847,-81.7006,87.82,70,75,5.75
469,Batemans Bay,AU,2021-10-03 20:10:58,-35.7167,150.1833,55.9,93,66,4.0
470,Alenquer,BR,2021-10-03 20:10:59,-1.9417,-54.7383,89.94,61,100,1.48
471,Gemena,CD,2021-10-03 20:10:59,3.25,19.7667,76.1,78,92,0.4
472,Zirandaro,MX,2021-10-03 20:10:59,18.45,-100.9833,90.18,59,76,2.08
473,Black River,JM,2021-10-03 20:11:00,18.0264,-77.8487,86.27,65,41,11.68
474,Ponta Delgada,PT,2021-10-03 20:11:00,37.7333,-25.6667,74.5,94,75,4.61
475,Quang Ngai,VN,2021-10-03 20:11:00,15.1167,108.8,75.16,90,100,5.14
476,Gayduk,RU,2021-10-03 20:11:01,44.7849,37.7005,51.28,80,100,15.32
477,Wenling,CN,2021-10-03 20:11:01,28.3669,121.36,74.39,83,27,3.76
478,Honningsvag,NO,2021-10-03 20:11:01,70.9821,25.9704,49.75,71,40,18.41
479,Betanzos,ES,2021-10-03 20:11:02,43.2804,-8.2147,58.73,81,20,1.99
480,Mountain Home,US,2021-10-03 20:11:02,43.133,-115.6912,75.94,17,1,10.36
481,Wanning,CN,2021-10-03 20:11:02,18.8003,110.3967,79.57,85,59,5.39
482,Almaznyy,RU,2021-10-03 20:11:03,48.0448,40.045,48.34,46,45,9.46
483,Naze,JP,2021-10-03 20:11:03,28.3667,129.4833,77.22,63,0,19.48
484,Ravar,IR,2021-10-03 20:11:04,31.2656,56.8055,70.36,26,20,4.27
485,Bagacay,PH,2021-10-03 20:11:04,12.9821,124.1415,78.91,91,100,12.48
486,Guider,CM,2021-10-03 20:11:04,9.9342,13.9486,82.56,54,11,1.59
487,Camden,US,2021-10-03 20:11:05,39.7835,-74.9663,84.72,63,74,1.01
488,Prince Rupert,CA,2021-10-03 20:06:29,54.3161,-130.3201,46.31,75,100,11.21
489,Nuevitas,CU,2021-10-03 20:11:05,21.5453,-77.2644,85.44,63,19,10.33
490,Lisala,CD,2021-10-03 20:11:06,2.15,21.5167,75.15,73,99,1.97
491,Saint-Pierre,RE,2021-10-03 20:11:06,-21.3393,55.4781,71.29,70,90,2.3
492,Preobrazheniye,RU,2021-10-03 20:11:06,42.9019,133.9064,63.36,93,100,6.96
493,Upington,ZA,2021-10-03 20:11:07,-28.4478,21.2561,54.93,23,0,7.25
494,Koslan,RU,2021-10-03 20:11:07,63.4564,48.8989,41.25,92,100,3.8
495,Bam,IR,2021-10-03 20:11:07,29.106,58.357,77.58,19,4,10.76
496,Hornepayne,CA,2021-10-03 20:11:08,49.2138,-84.7705,57.52,72,100,5.01
497,Iquique,CL,2021-10-03 20:11:08,-20.2208,-70.1431,62.64,69,11,7.05
498,Taitung,TW,2021-10-03 20:11:08,22.7583,121.1444,77.88,67,10,8.48
499,San Lazaro,BZ,2021-10-03 20:11:09,18.0387,-88.6622,87.51,70,36,5.55
500,Boyolangu,ID,2021-10-03 20:11:09,-8.1181,111.8935,73.99,88,72,5.14
501,Acajutla,SV,2021-10-03 20:11:09,13.5928,-89.8275,84.79,69,34,4.59
502,Salinas,US,2021-10-03 20:07:55,36.6777,-121.6555,98.01,29,1,3.44
503,Dedza,MW,2021-10-03 20:11:10,-14.3779,34.3332,66.81,49,4,3.74
504,Texarkana,US,2021-10-03 20:06:28,33.4251,-94.0477,86.23,47,75,7.0
505,Santa Maria,BR,2021-10-03 20:11:10,-29.6842,-53.8069,67.1,84,99,8.32
506,Erdenet,MN,2021-10-03 20:11:11,49.0333,104.0833,28.74,94,16,1.41
507,Milledgeville,US,2021-10-03 20:11:11,33.0801,-83.2321,84.74,75,100,7.87
508,Aktau,KZ,2021-10-03 20:11:11,43.65,51.2,55.98,33,100,19.95
509,Mungwi,ZM,2021-10-03 20:11:13,-10.1732,31.3694,69.82,59,81,2.17
510,Norman Wells,CA,2021-10-03 20:09:39,65.282,-126.8329,34.92,97,100,17.96
511,Pontianak,ID,2021-10-03 20:11:13,-0.0333,109.3333,73.38,100,90,2.3
512,Togur,RU,2021-10-03 20:11:14,58.3631,82.8265,33.31,92,100,6.44
513,Padang,ID,2021-10-03 20:06:19,-0.9492,100.3543,77.04,87,94,2.66
514,Longyan,CN,2021-10-03 20:11:14,25.1072,117.0225,69.58,97,0,2.82
515,Chopovychi,UA,2021-10-03 20:11:14,50.8332,28.9533,46.49,63,92,9.04
516,Kashi,CN,2021-10-03 20:11:16,39.4547,75.9797,54.75,59,100,12.59
517,Panguna,PG,2021-10-03 20:11:16,-6.3164,155.4848,68.83,93,100,1.63
518,Paamiut,GL,2021-10-03 20:11:16,61.994,-49.6678,39.47,72,0,7.38
519,Praia Da Vitoria,PT,2021-10-03 20:11:17,38.7333,-27.0667,72.75,92,65,6.08
520,Chikwawa,MW,2021-10-03 20:09:11,-16.0335,34.8009,86.04,32,2,3.74
521,Aldan,RU,2021-10-03 20:11:18,58.6031,125.3894,18.59,95,26,3.44
522,Zabid,YE,2021-10-03 20:11:18,14.1951,43.3152,88.9,49,100,11.32
523,Ronne,DK,2021-10-03 20:11:18,55.1009,14.7066,60.71,77,90,14.97
524,Fereydun Kenar,IR,2021-10-03 20:11:16,36.6864,52.5225,68.79,63,0,2.19
525,Severo-Kurilsk,RU,2021-10-03 20:11:19,50.6789,156.125,47.34,79,68,36.89
526,Oxbow,CA,2021-10-03 20:11:19,49.2333,-102.1676,75.63,28,6,11.5
527,Panshi,CN,2021-10-03 20:11:19,42.9422,126.0561,50.43,88,100,6.96
528,Martinsville,US,2021-10-03 20:11:20,36.6915,-79.8725,84.06,58,40,9.22
529,Yuli,NG,2021-10-03 20:11:20,9.6989,10.2744,79.11,71,0,4.59
530,Anloga,GH,2021-10-03 20:09:03,5.7947,0.8973,80.2,84,17,11.77
531,Sorland,NO,2021-10-03 20:11:21,67.667,12.6934,51.87,80,100,20.92
532,Kimberley,ZA,2021-10-03 20:11:21,-28.7323,24.7623,58.24,16,0,7.25
533,Victor Harbor,AU,2021-10-03 20:11:21,-35.5667,138.6167,55.49,87,13,21.88
534,Taboga,IT,2021-10-03 20:11:22,46.2663,13.1092,65.3,96,59,1.54
535,Yamada,JP,2021-10-03 20:11:22,39.4667,141.95,60.89,89,4,8.88
536,Nur,PL,2021-10-03 20:11:22,52.6683,22.3221,55.78,68,81,11.74
537,Balabac,PH,2021-10-03 20:11:23,7.9868,117.0645,79.57,84,100,10.16
538,Sola,VU,2021-10-03 20:11:23,-13.8833,167.55,79.65,77,36,7.74
539,Akyab,MM,2021-10-03 20:11:24,20.15,92.9,80.29,82,63,4.41
540,Coquimbo,CL,2021-10-03 20:09:49,-29.9533,-71.3436,62.33,59,0,17.27
541,Grand Island,US,2021-10-03 20:11:24,40.925,-98.342,79.75,29,1,1.99
542,Ahuimanu,US,2021-10-03 20:10:56,21.4447,-157.8378,82.11,73,75,12.66
543,Abha,SA,2021-10-03 20:11:25,18.2164,42.5053,62.85,72,0,0.0
544,Petrovsk-Zabaykalskiy,RU,2021-10-03 20:11:25,51.273,108.843,31.3,95,93,4.59
545,Haines Junction,CA,2021-10-03 20:11:26,60.7522,-137.5108,34.41,90,100,3.6
546,Ugoofaaru,MV,2021-10-03 20:11:26,5.6667,73.0,81.79,79,13,16.6
547,Korla,CN,2021-10-03 20:11:26,41.7597,86.1469,48.72,36,21,6.02
548,Samana,DO,2021-10-03 20:11:27,19.2056,-69.3369,86.22,74,75,4.61
549,Adrar,MR,2021-10-03 20:11:27,20.5022,-10.0711,95.43,11,12,4.83
550,Pangoa,PE,2021-10-03 20:11:28,-12.1167,-73.0,88.16,45,78,3.29
551,Inuvik,CA,2021-10-03 20:11:28,68.3499,-133.7218,34.56,93,75,12.66
552,Hearst,CA,2021-10-03 20:11:29,49.6835,-83.6665,60.82,66,78,5.12
553,Rock Springs,US,2021-10-03 20:07:51,41.5875,-109.2029,71.24,23,1,4.0
554,Roma,US,2021-10-03 20:09:54,43.2128,-75.4557,64.44,93,90,9.22
555,Freeport,US,2021-10-03 20:06:54,40.6576,-73.5832,82.38,70,90,1.01
556,Guerrero Negro,MX,2021-10-03 20:11:30,27.9769,-114.0611,87.3,37,62,6.96
557,Verkhoyansk,RU,2021-10-03 20:11:30,67.5447,133.385,22.84,90,78,3.74
558,Tura,IN,2021-10-03 20:11:30,25.5198,90.2201,71.31,98,95,4.23
559,Morant Bay,JM,2021-10-03 20:11:31,17.8815,-76.4093,85.62,73,42,9.31
560,Linqiong,CN,2021-10-03 20:11:31,30.4159,103.4609,72.72,93,55,5.84
561,Villa Maria,AR,2021-10-03 20:11:32,-32.4075,-63.2402,68.83,23,5,8.72
